item version times error correct correct_dist
38 6 28 0.00184546474952814 1 1
39 6 28 1.48128949757251 0 1
40 6 28 3.31398281178306 0 0
41 6 28 0.00561365222114024 1 1
42 6 28 0.00685893125014632 1 1
43 6 28 0.140419248042024 1 1
44 6 28 1.12629124804202 0 0
45 6 28 0.167475034876516 1 1
46 6 28 0.0754953332547076 1 1
47 6 28 1.49569733325471 0 0
48 6 28 1.81895206349553 0 0
49 6 28 0.664666063495535 0 1
50 6 28 2.38491606349554 0 0
51 6 28 1.00792219782328 0 0
52 6 28 0.00112192656128227 1 1
1 7 28 0.000339649820674004 1 1
2 7 28 0.0000530284307597464 1 1
3 7 28 1.98630910843076 0 0
4 7 28 0.000223224809883256 1 1
5 7 28 0.0347225300786818 1 1
6 7 28 0.00460555392847265 1 1
7 7 28 0.00374904547363577 1 1
8 7 28 1.99290364902745 0 1
9 7 28 0.227816986175754 1 1
10 7 28 0.853868829225189 0 1
11 7 28 1.04828628922519 0 0
12 7 28 0.20204039024515 1 1
13 7 28 0.000159874169616029 1 1
14 7 28 0.000450492407755834 1 1
15 7 28 0.00121986339243916 1 1
16 7 28 1.99942442313244 0 0
17 7 28 0.977327464592964 0 1
18 7 28 0.324630331244963 0 1
19 7 28 0.0120491174077157 1 1
20 7 28 0.978937978836808 0 0
21 7 28 0.0030385754458126 1 1
22 7 28 0.997025508018238 0 1
23 7 28 0.0000245953613563063 1 1
24 7 28 1.37751889477012 0 0
25 7 28 0.00217628669522014 1 1
26 7 28 0.950162906864848 0 1
27 7 28 0.882766858057949 0 0
28 7 28 0.0133830580579495 1 1
29 7 28 0.00212718461095197 1 1
30 7 28 0.00157032602326975 1 1
31 7 28 0.000621742289751706 1 1
32 7 28 1.99885410628975 0 0
33 7 28 0.0174710167759036 1 1
34 7 28 0.000514634400648796 1 1
35 7 28 0.339716773143352 0 1
36 7 28 0.0000090674651359113 1 1
37 7 28 0.00757059111185375 1 1
38 7 28 0.000640406079920075 1 1
39 7 28 0.000261196895674014 1 1
40 7 28 0.00142987306726155 1 1
41 7 28 1.05733026218257 0 1
42 7 28 1.98131005319012 0 1
43 7 28 0.000491723089225798 1 1
44 7 28 1.98188662308923 0 0
45 7 28 0.31200446849794 0 1
46 7 28 1.91480240190717 0 0
47 7 28 0.00137940190717399 1 1
48 7 28 1.99456542762043 0 0
49 7 28 0.0112866676204295 1 1
50 7 28 1.96351246762043 0 0
51 7 28 0.86228836491054 0 1
52 7 28 0.843932006930792 0 1
1 8 28 1.9658637506331 0 1
2 8 28 0.0622933318962793 1 1
3 8 28 1.54433933189628 0 0
4 8 28 0.000644221310350837 1 1
5 8 28 0.000726206997453102 1 1
6 8 28 0.000134478478887748 1 1
7 8 28 0.937934517622326 0 1
8 8 28 0.980408537976679 0 1
9 8 28 0.437458522913621 0 1
10 8 28 0.970025795275664 0 1
11 8 28 2.92172339527566 0 0
12 8 28 0.0106427887769765 1 1
13 8 28 0.173359984808067 1 1
14 8 28 0.968727442167978 0 1
15 8 28 0.000611197037544597 1 1
16 8 28 1.98335425703754 0 0
17 8 28 0.914295733672357 0 1
18 8 28 0.993045587811603 0 1
19 8 28 0.207245857100641 1 1
20 8 28 0.792079994457156 0 1
21 8 28 1.33462316813634 0 1
22 8 28 1.08252598921108 0 1
23 8 28 0.0000812015231038948 1 1
24 8 28 1.76763292577179 0 1
25 8 28 0.550270063737214 0 1
26 8 28 0.00235010396337364 1 1
27 8 28 0.000703069787346245 1 1
28 8 28 0.995281069787346 0 0
29 8 28 1.00682778978086 0 1
30 8 28 0.000204326593955052 1 1
31 8 28 0.000166229231505019 1 1
32 8 28 1.99985145303151 0 0
33 8 28 0.000285313783928308 1 1
34 8 28 0.809530737849998 0 1
35 8 28 0.0000760798667190704 1 1
36 8 28 0.815843057267489 0 1
37 8 28 0.000415070864512619 1 1
38 8 28 0.00173594596622615 1 1
39 8 28 0.000115828200190954 1 1
40 8 28 0.00025095538161534 1 1
41 8 28 0.00095088183368283 1 1
42 8 28 1.02961279339495 0 0
43 8 28 1.7258480220005 0 0
44 8 28 0.236998022000495 1 1
45 8 28 0.334565840719657 0 1
46 8 28 0.000656641896990293 1 1
47 8 28 1.96370944189699 0 0
48 8 28 1.99020846573327 0 0
49 8 28 0.0273113657332658 1 1
50 8 28 1.98414846573327 0 0
51 8 28 0.000258341048847575 1 1
52 8 28 0.0174911488597729 1 1
1 9 28 0.000498914312216754 1 1
2 9 28 0.000494988932865656 1 1
3 9 28 1.96438436893287 0 0
4 9 28 0.000147464035342215 1 1
5 9 28 0.195565149543257 1 1
6 9 28 0.000537883157988237 1 1
7 9 28 0.00416822000848436 1 1
8 9 28 0.0387002284020972 1 1
9 9 28 0.608300424804289 0 1
10 9 28 0.000365492458997226 1 1
11 9 28 1.999565408459 0 0
12 9 28 0.419063627416022 0 1
13 9 28 0.00523080681820523 1 1
14 9 28 0.0274830597393612 1 1
15 9 28 0.987500669628699 0 1
16 9 28 2.9874632285287 0 0
17 9 28 0.000305840674858703 1 1
18 9 28 0.000968938120644769 1 1
19 9 28 0.00064703885841622 1 1
20 9 28 0.00085487863112942 1 1
21 9 28 0.945995850993445 0 1
22 9 28 1.07175132346919 0 1
23 9 28 0.0000711497725930379 1 1
24 9 28 0.000233940641926107 1 1
25 9 28 0.00693170130393974 1 1
26 9 28 0.000371510254296825 1 1
27 9 28 0.99921945953049 0 0
28 9 28 0.000423887530489645 1 1
29 9 28 0.00049490898517954 1 1
30 9 28 0.000142357446506935 1 1
31 9 28 0.00013179686553272 1 1
32 9 28 1.99883418686553 0 0
33 9 28 0.000165963479651381 1 1
34 9 28 0.0426358902346578 1 1
35 9 28 0.000131409126571175 1 1
36 9 28 0.000030558755650951 1 1
37 9 28 0.00061305071631709 1 1
38 9 28 0.0238616270586199 1 1
39 9 28 0.0000529203536968456 1 1
40 9 28 0.0000919821193691025 1 1
41 9 28 0.000333021558043802 1 1
42 9 28 0.000137425372168272 1 1
43 9 28 1.02109020779984 0 1
44 9 28 2.54776820779984 0 0
45 9 28 0.000317782122763366 1 1
46 9 28 1.99212646608099 0 0
47 9 28 0.000271246080988579 1 1
48 9 28 1.75505762302891 0 0
49 9 28 0.826922813288906 0 0
50 9 28 1.73904213328891 0 0
51 9 28 0.000175629866290137 1 1
52 9 28 0.000643315950400052 1 1
1 10 28 0.001056759048615 1 1
2 10 28 0.80749093044052 0 1
3 10 28 2.55263351244052 0 0
4 10 28 0.0447978843628517 1 1
5 10 28 0.000157303234347885 1 1
6 10 28 0.043003866603045 1 1
7 10 28 1.95032314067614 0 1
8 10 28 1.81938231515062 0 1
9 10 28 0.0214600177663066 1 1
10 10 28 0.0392195800595105 1 1
11 10 28 2.03881145845951 0 0
12 10 28 1.30600367187345 0 1
13 10 28 0.00059112943961362 1 1
14 10 28 0.0118228480427927 1 1
15 10 28 0.000434597875003043 1 1
16 10 28 1.982126717875 0 0
17 10 28 0.00567009077373431 1 1
18 10 28 0.00690631915518277 1 1
19 10 28 0.00163405579133662 1 1
20 10 28 1.1751457305759 0 0
21 10 28 0.00231273207911845 1 1
22 10 28 0.875863205676738 0 1
23 10 28 0.998026739997155 0 1
24 10 28 0.00243249332488564 1 1
25 10 28 0.000705891177792242 1 1
26 10 28 0.000627925674599113 1 1
27 10 28 0.000435457259214221 1 1
28 10 28 0.998751457259214 0 0
29 10 28 0.000550879386745022 1 1
30 10 28 0.00129100035399599 1 1
31 10 28 0.229045482173895 1 1
32 10 28 2.22877580917389 0 0
33 10 28 0.0731835515171523 1 1
34 10 28 0.000376691566473561 1 1
35 10 28 0.000726530697676497 1 1
36 10 28 0.0000301486290810575 1 1
37 10 28 0.000247881447945539 1 1
38 10 28 0.0993524211050272 1 1
39 10 28 0.0000317005790850471 1 1
40 10 28 0.000165087794010844 1 1
41 10 28 0.000357927383029792 1 1
42 10 28 1.00279107208051 0 1
43 10 28 1.88134419637324 0 1
44 10 28 1.83942079637324 0 0
45 10 28 0.000935063463072318 1 1
46 10 28 0.000477555765599993 1 1
47 10 28 1.9925702957656 0 0
48 10 28 3.92897777845681 0 0
49 10 28 1.93044865311681 0 1
50 10 28 3.92774459511681 0 0
51 10 28 0.000384142449292627 1 1
52 10 28 0.759348233965616 0 1
1 11 28 0.000352144670508611 1 1
2 11 28 0.000122423001190257 1 1
3 11 28 1.99985897694119 0 0
4 11 28 0.00013227404511088 1 1
5 11 28 0.0000897751909501521 1 1
6 11 28 0.00011995421440092 1 1
7 11 28 0.000227517620547405 1 1
8 11 28 0.000353267914338863 1 1
9 11 28 0.000935993771435613 1 1
10 11 28 0.000331349593215299 1 1
11 11 28 1.98763489159322 0 0
12 11 28 0.00230849992905231 1 1
13 11 28 0.277421965119525 0 1
14 11 28 0.960475276629632 0 1
15 11 28 0.000221457534562195 1 1
16 11 28 1.99995096549456 0 0
17 11 28 0.000289586552975979 1 1
18 11 28 0.000375932840132557 1 1
19 11 28 0.0140104198000767 1 1
20 11 28 1.09661631593142 0 0
21 11 28 0.000280553913595619 1 1
22 11 28 0.000994637927335426 1 1
23 11 28 0.00394401448709754 1 1
24 11 28 0.375420966987053 0 1
25 11 28 0.00014284664669945 1 1
26 11 28 0.0656585668805338 1 1
27 11 28 0.72346385198323 0 0
28 11 28 0.0226858519832304 1 1
29 11 28 0.000286988421768409 1 1
30 11 28 0.000114329007790241 1 1
31 11 28 0.0000514359518462311 1 1
32 11 28 1.99319799579185 0 0
33 11 28 0.0000943122602195745 1 1
34 11 28 0.000137325879201616 1 1
35 11 28 0.00045248039417684 1 1
36 11 28 0.000250611798442682 1 1
37 11 28 0.000423785500368375 1 1
38 11 28 0.000141108136379451 1 1
39 11 28 0.000133588687043496 1 1
40 11 28 0.000119019628692408 1 1
41 11 28 0.000213032646971809 1 1
42 11 28 0.000151524658562873 1 1
43 11 28 0.0000590222679471516 1 1
44 11 28 1.99526814226795 0 0
45 11 28 0.000209441813198173 1 1
46 11 28 1.50689281185473 0 0
47 11 28 0.0807628118547273 1 1
48 11 28 1.6395455227782 0 0
49 11 28 0.0397349627781952 1 1
50 11 28 1.6187585627782 0 0
51 11 28 0.000527025259306762 1 1
52 11 28 0.00307844519984978 1 1
1 12 28 0.239209169932049 1 1
2 12 28 0.000210175435367514 1 1
3 12 28 1.98131189543537 0 0
4 12 28 0.000262001088780662 1 1
5 12 28 0.00970533266806238 1 1
6 12 28 0.000110541970390878 1 1
7 12 28 0.0017353606590364 1 1
8 12 28 1.00126185944007 0 1
9 12 28 0.0185002799004617 1 1
10 12 28 0.00195010500712229 1 1
11 12 28 1.99598260500712 0 0
12 12 28 0.00036661370613455 1 1
13 12 28 0.00283411171960087 1 1
14 12 28 0.970727892086253 0 1
15 12 28 0.000751144217017277 1 1
16 12 28 2.00030795877702 0 0
17 12 28 0.00128539217181648 1 1
18 12 28 0.291654516931899 0 1
19 12 28 0.0889529645512909 1 1
20 12 28 0.99932172002416 0 1
21 12 28 0.000269422453457549 1 1
22 12 28 1.01719447982075 0 1
23 12 28 0.0000926197813267144 1 1
24 12 28 0.000238455572400036 1 1
25 12 28 0.000540990451534521 1 1
26 12 28 0.000674003171612941 1 1
27 12 28 2.87090842210104 0 0
28 12 28 1.94487402210104 0 1
29 12 28 0.222480024823122 1 1
30 12 28 0.000434805218921862 1 1
31 12 28 0.00042953235913647 1 1
32 12 28 1.99605733235914 0 0
33 12 28 0.00036152363761489 1 1
34 12 28 0.000594743861777768 1 1
35 12 28 0.000424157055194105 1 1
36 12 28 0.0000441454956529009 1 1
37 12 28 0.329126257463166 0 1
38 12 28 0.00859642558944148 1 1
39 12 28 0.000185881588217142 1 1
40 12 28 0.000625275675507844 1 1
41 12 28 0.000698752356713795 1 1
42 12 28 0.000678376888658832 1 1
43 12 28 0.000480402982267578 1 1
44 12 28 2.00038677218227 0 0
45 12 28 0.558238418260857 0 1
46 12 28 0.000267974691360408 1 1
47 12 28 2.00012005609136 0 0
48 12 28 1.41171398524634 0 1
49 12 28 1.32931816524634 0 0
50 12 28 1.28780716524634 0 0
51 12 28 0.000904756456600077 1 1
52 12 28 0.000365210436698002 1 1
1 13 28 0.00030761347197145 1 1
2 13 28 0.0224875459884302 1 1
3 13 28 1.99742654598843 0 0
4 13 28 0.000427554252065832 1 1
5 13 28 0.000215585991024183 1 1
6 13 28 0.0994374164735478 1 1
7 13 28 0.000234229128920968 1 1
8 13 28 0.792976616755479 0 1
9 13 28 0.000692616758156494 1 1
10 13 28 0.000832211164951468 1 1
11 13 28 2.00054885476495 0 0
12 13 28 0.000383976528171894 1 1
13 13 28 0.000240920613675024 1 1
14 13 28 0.000287463139821272 1 1
15 13 28 0.000175026363357326 1 1
16 13 28 1.99195166636336 0 0
17 13 28 0.692825985118601 0 1
18 13 28 0.00543849447724596 1 1
19 13 28 1.31609011420095 0 1
20 13 28 1.43241551229724 0 1
21 13 28 1.6837540244399 0 1
22 13 28 1.00201612580983 0 1
23 13 28 0.969131332997066 0 1
24 13 28 0.983674705724988 0 1
25 13 28 0.00043508541400142 1 1
26 13 28 0.000808366568939788 1 1
27 13 28 1.46481427369102 0 0
28 13 28 0.465547079691024 0 1
29 13 28 0.000851310579408755 1 1
30 13 28 0.000425567260687755 1 1
31 13 28 0.00397648091550644 1 1
32 13 28 1.99547154091551 0 0
33 13 28 1.00007816159895 0 1
34 13 28 1.24480281021392 0 1
35 13 28 0.788815218947188 0 1
36 13 28 0.000128825724635808 1 1
37 13 28 0.282009111096779 0 1
38 13 28 0.31248949457874 0 1
39 13 28 0.126801671894453 1 1
40 13 28 0.000111488531837056 1 1
41 13 28 0.26558186376408 1 1
42 13 28 0.9166710301675 0 1
43 13 28 1.25116441165896 0 0
44 13 28 0.228488411658961 1 1
45 13 28 0.0120246927394895 1 1
46 13 28 0.000317205758620825 1 1
47 13 28 1.98702480575862 0 0
48 13 28 1.26756485490582 0 1
49 13 28 0.510627452105819 0 0
50 13 28 1.21400145210582 0 0
51 13 28 0.958968931057065 0 0
52 13 28 0.352605443187686 0 1
1 14 28 0.0000870755139898182 1 1
2 14 28 2.74758122955831 0 0
3 14 28 2.74457296955831 0 0
4 14 28 0.000334464530293836 1 1
5 14 28 0.0343212438297753 1 1
6 14 28 0.000312476878377186 1 1
7 14 28 0.000363835091965381 1 1
8 14 28 1.66831597417722 0 1
9 14 28 0.00133440300104008 1 1
10 14 28 0.0000711571985100829 1 1
11 14 28 1.99177073719851 0 0
12 14 28 0.00040993321604406 1 1
13 14 28 0.000358330104136785 1 1
14 14 28 0.0000684665369676632 1 1
15 14 28 1.09970068167799 0 1
16 14 28 2.35873723977799 0 0
17 14 28 0.0189731351266832 1 1
18 14 28 0.000323041171608856 1 1
19 14 28 0.000680655488363359 1 1
20 14 28 0.000655040211490285 1 1
21 14 28 0.000352214729921393 1 1
22 14 28 0.00535550768149584 1 1
23 14 28 0.0000247011783387553 1 1
24 14 28 0.980339227233518 0 0
25 14 28 0.000282480172981706 1 1
26 14 28 0.00175006204189198 1 1
27 14 28 0.217340258415814 1 1
28 14 28 1.18993025841581 0 0
29 14 28 0.000487695501926371 1 1
30 14 28 0.020460709589732 1 1
31 14 28 0.0000372182358908977 1 1
32 14 28 1.99978377699589 0 0
33 14 28 0.0000840496551379821 1 1
34 14 28 0.00124906020479553 1 1
35 14 28 0.000133883185511185 1 1
36 14 28 0.0000705318466032779 1 1
37 14 28 0.331121717127476 0 0
38 14 28 0.0039771571819777 1 1
39 14 28 0.787796836222295 0 1
40 14 28 0.000509648958384367 1 1
41 14 28 0.000416022758060574 1 1
42 14 28 0.11434911609841 1 1
43 14 28 1.96573146698207 0 0
44 14 28 0.00206892154207354 1 1
45 14 28 0.000568889690788352 1 1
46 14 28 2.00003174949844 0 0
47 14 28 0.001238748698437 1 1
48 14 28 2.23423638621826 0 0
49 14 28 2.28147192101826 0 0
50 14 28 2.27937208621826 0 0
51 14 28 1.56518737598209 0 0
52 14 28 0.987703135131348 0 1
1 15 28 0.000283646370175604 1 1
2 15 28 0.000377798039757516 1 1
3 15 28 1.97786419803976 0 0
4 15 28 0.000351224936074662 1 1
5 15 28 0.879955158560901 0 1
6 15 28 0.000136671451796809 1 1
7 15 28 0.383714101682479 0 1
8 15 28 2.94705233863146 0 1
9 15 28 0.00662173731261889 1 1
10 15 28 0.126114713153406 1 1
11 15 28 2.12259761115341 0 0
12 15 28 0.000214323764305516 1 1
13 15 28 0.000983641862831046 1 1
14 15 28 0.000164714889897883 1 1
15 15 28 0.000490689500013273 1 1
16 15 28 1.99585202950001 0 0
17 15 28 0.000302419017842143 1 1
18 15 28 0.707967694100389 0 1
19 15 28 0.00150078725727787 1 1
20 15 28 0.0184971815600134 1 1
21 15 28 0.580086243235657 0 1
22 15 28 1.01784145456059 0 1
23 15 28 0.992916606262653 0 1
24 15 28 0.996253454304411 0 1
25 15 28 0.000371183610013154 1 1
26 15 28 0.473805448640657 0 1
27 15 28 0.996068899121366 0 0
28 15 28 0.00388623912136549 1 1
29 15 28 1.97356012285645 0 1
30 15 28 0.895267822616896 0 1
31 15 28 0.0122396755296278 1 1
32 15 28 1.99648891552963 0 0
33 15 28 0.000114690617164949 1 1
34 15 28 0.701858378297201 0 1
35 15 28 0.227136980672419 1 1
36 15 28 0.54355569734241 0 1
37 15 28 1.80355703914469 0 0
38 15 28 0.000103141712963747 1 1
39 15 28 0.000161098946857881 1 1
40 15 28 0.000152037039192054 1 1
41 15 28 0.000224337611779339 1 1
42 15 28 0.000622931308682753 1 1
43 15 28 0.0897977094987554 1 1
44 15 28 1.47484708949876 0 0
45 15 28 0.000615726078861239 1 1
46 15 28 1.17681746684462 0 1
47 15 28 0.294798066844617 0 0
48 15 28 1.00262093131225 0 1
49 15 28 0.990380286072245 0 0
50 15 28 1.00259777687225 0 0
51 15 28 0.000400786717875116 1 1
52 15 28 0.0379395912036737 1 1
1 16 28 0.00173283756425329 1 1
2 16 28 0.0604371601051806 1 1
3 16 28 1.62639576010518 0 0
4 16 28 0.000430290378437489 1 1
5 16 28 0.00597112938489036 1 1
6 16 28 0.990672906661853 0 1
7 16 28 0.000666459715492974 1 1
8 16 28 0.000732017102955948 1 1
9 16 28 0.000253732663797661 1 1
10 16 28 0.000444355812447587 1 1
11 16 28 1.96425934743245 0 0
12 16 28 0.924220328067943 0 1
13 16 28 0.000260006245535587 1 1
14 16 28 0.00213384772378922 1 1
15 16 28 0.000197636044263534 1 1
16 16 28 1.98502429604426 0 0
17 16 28 0.37320263392456 0 1
18 16 28 0.00164006325698401 1 1
19 16 28 0.00170682735410048 1 1
20 16 28 0.00192794514370405 1 1
21 16 28 0.471662848677396 0 1
22 16 28 1.99200904238363 0 0
23 16 28 0.000212867029159057 1 1
24 16 28 0.0000813010209388919 1 1
25 16 28 0.00332587836376387 1 1
26 16 28 0.00476899986909107 1 1
27 16 28 0.000673582343533548 1 1
28 16 28 0.999395582343534 0 0
29 16 28 0.000741789088203741 1 1
30 16 28 0.000291474170073246 1 1
31 16 28 0.000259608393788532 1 1
32 16 28 2.00022413813379 0 0
33 16 28 0.000197900977246752 1 1
34 16 28 1.50157632291876 0 1
35 16 28 0.000320457390452621 1 1
36 16 28 0.000160763792624135 1 1
37 16 28 0.00111007963243286 1 1
38 16 28 0.00216927935279112 1 1
39 16 28 0.000556260497381931 1 1
40 16 28 0.00010113243007233 1 1
41 16 28 0.000309316487331366 1 1
42 16 28 0.982903706937322 0 1
43 16 28 1.66090517766828 0 0
44 16 28 0.0164177776682757 1 1
45 16 28 0.000159631251904668 1 1
46 16 28 2.16725684772168 0 1
47 16 28 2.22409964772168 0 0
48 16 28 2.07519853540591 0 1
49 16 28 1.49184613384591 0 0
50 16 28 2.07514727024591 0 0
51 16 28 1.00389515095307 0 0
52 16 28 0.0990960869322855 1 1
1 17 28 0.0003148341233556 1 1
2 17 28 0.000383751175552297 1 1
3 17 28 1.99304983117555 0 0
4 17 28 0.000183919879913033 1 1
5 17 28 0.00134429093357508 1 1
6 17 28 0.000130932860877604 1 1
7 17 28 0.000387755276576372 1 1
8 17 28 1.96273877321562 0 1
9 17 28 1.04818641432897 0 1
10 17 28 0.035309590373439 1 1
11 17 28 1.65006351037344 0 0
12 17 28 0.018104485780752 1 1
13 17 28 0.000520767840572356 1 1
14 17 28 0.000487602280452557 1 1
15 17 28 0.00241534061541872 1 1
16 17 28 2.00215516401542 0 0
17 17 28 0.00687023265742522 1 1
18 17 28 0.938367178282896 0 1
19 17 28 0.288749864942662 0 1
20 17 28 1.71422174332368 0 0
21 17 28 0.337719021771759 0 1
22 17 28 0.173793413949278 1 1
23 17 28 0.964454522513723 0 1
24 17 28 1.01778061062009 0 1
25 17 28 0.00218795257378621 1 1
26 17 28 0.00352860502930118 1 1
27 17 28 1.00199157811516 0 0
28 17 28 0.00252678411516109 1 1
29 17 28 0.00140510975224402 1 1
30 17 28 0.825959461435795 0 0
31 17 28 0.00167990331296201 1 1
32 17 28 2.00139038151296 0 0
33 17 28 1.86292038553901 0 1
34 17 28 0.00122476257114398 1 1
35 17 28 0.000973658100091974 1 1
36 17 28 0.00109561240817402 1 1
37 17 28 0.0136638106099127 1 1
38 17 28 0.000185476510459192 1 1
39 17 28 0.000112625686858208 1 1
40 17 28 0.000338487232314195 1 1
41 17 28 0.000460114684438809 1 1
42 17 28 0.000440769390756679 1 1
43 17 28 1.06696930288134 0 1
44 17 28 0.532933762881343 0 0
45 17 28 1.34554568878357 0 0
46 17 28 0.993410220473154 0 1
47 17 28 0.976706560473155 0 0
48 17 28 2.59304570737038 0 0
49 17 28 2.63601402557038 0 0
50 17 28 2.58336530737038 0 0
51 17 28 0.00202776564630306 1 1
52 17 28 0.00042863350981259 1 1
1 18 28 0.993676939711526 0 1
2 18 28 1.07557196009891 0 1
3 18 28 1.08711727925891 0 0
4 18 28 0.000164923613135072 1 1
5 18 28 0.000498782594644824 1 1
6 18 28 0.000192036454193097 1 1
7 18 28 0.000581823468392938 1 1
8 18 28 0.000199625677581789 1 1
9 18 28 0.00335757802903863 1 1
10 18 28 0.00740351553170619 1 1
11 18 28 1.95743511553171 0 0
12 18 28 0.000163530963161055 1 1
13 18 28 0.00164226618044385 1 1
14 18 28 0.0184995942023041 1 1
15 18 28 0.000246028896084674 1 1
16 18 28 1.99155848889608 0 0
17 18 28 0.996795322725053 0 1
18 18 28 1.00104011578541 0 1
19 18 28 0.965895402509181 0 1
20 18 28 0.000672966924777694 1 1
21 18 28 0.000988071977126927 1 1
22 18 28 1.7533799217085 0 0
23 18 28 0.832698910507816 0 1
24 18 28 0.000402938105136913 1 1
25 18 28 0.000662478207826595 1 1
26 18 28 0.000272921158943982 1 1
27 18 28 0.0969984670331766 1 1
28 18 28 0.474730467033177 0 0
29 18 28 0.00129567627739638 1 1
30 18 28 0.00028708954766839 1 1
31 18 28 0.000400211148782981 1 1
32 18 28 1.96310881114878 0 0
33 18 28 0.012263992038174 1 1
34 18 28 0.000438152018098145 1 1
35 18 28 0.00244062058426521 1 1
36 18 28 0.0000675994442461921 1 1
37 18 28 0.0076927062300708 1 1
38 18 28 0.00107918645799821 1 1
39 18 28 0.9677073555019 0 1
40 18 28 0.83485765406152 0 1
41 18 28 0.00098818258015739 1 1
42 18 28 0.0000792921629096324 1 1
43 18 28 1.01344968267073 0 1
44 18 28 0.757221122670726 0 0
45 18 28 0.000432781257679948 1 1
46 18 28 0.987527329729999 0 1
47 18 28 0.974314769729999 0 0
48 18 28 1.19468110720007 0 1
49 18 28 0.306069507200069 0 0
50 18 28 1.21686074720007 0 0
51 18 28 1.2343791150832 0 0
52 18 28 0.000691116179183691 1 1
1 19 28 0.00033712417362931 1 1
2 19 28 0.00650895993153202 1 1
3 19 28 1.87563063993153 0 0
4 19 28 0.000104724456407968 1 1
5 19 28 0.000133223674401223 1 1
6 19 28 0.707556948007644 0 1
7 19 28 2.51609193182001 0 1
8 19 28 1.001618195411 0 1
9 19 28 0.000415164725693453 1 1
10 19 28 0.715215731053715 0 1
11 19 28 2.71514628915372 0 0
12 19 28 0.00232172176713424 1 1
13 19 28 0.0000633262827170804 1 1
14 19 28 0.808978793079528 0 1
15 19 28 0.000097892627031999 1 1
16 19 28 1.98557635262703 0 0
17 19 28 1.13526715899078 0 0
18 19 28 1.08080687353171 0 1
19 19 28 0.000139668792085876 1 1
20 19 28 0.947150157421694 0 0
21 19 28 1.93208259663589 0 0
22 19 28 1.9545405613427 0 0
23 19 28 0.472862778129894 0 1
24 19 28 0.947963166619757 0 0
25 19 28 0.00121531365758127 1 1
26 19 28 0.0290805892113789 1 1
27 19 28 2.00047762645312 0 0
28 19 28 1.00074399445312 0 1
29 19 28 0.624312191380915 0 1
30 19 28 0.0000820945381483741 1 1
31 19 28 0.000106040306088864 1 1
32 19 28 1.99536192030609 0 0
33 19 28 0.0034144499796089 1 1
34 19 28 0.0238298566299395 1 1
35 19 28 0.0000348690978965785 1 1
36 19 28 0.00001542127131515 1 1
37 19 28 0.000200924243811721 1 1
38 19 28 1.82393447990741 0 1
39 19 28 0.0000207584040864082 1 1
40 19 28 0.00032381543835343 1 1
41 19 28 0.000163776439627935 1 1
42 19 28 0.00032769486728864 1 1
43 19 28 0.997357320521083 0 1
44 19 28 2.98452332052108 0 0
45 19 28 0.000833821969164646 1 1
46 19 28 0.000112148736229764 1 1
47 19 28 1.98390904873623 0 0
48 19 28 1.99188226106499 0 0
49 19 28 0.00159406526498825 1 1
50 19 28 1.96015286526499 0 0
51 19 28 0.985389274870171 0 0
52 19 28 0.00107146617891619 1 1
1 20 28 0.00111830657860389 1 1
2 20 28 0.67599096030123 0 1
3 20 28 1.01751544030123 0 0
4 20 28 0.000678353042664538 1 1
5 20 28 0.00275330145329205 1 1
6 20 28 0.710482883267927 0 1
7 20 28 0.000972119789130695 1 1
8 20 28 1.00766970489794 0 1
9 20 28 0.00348506223623291 1 1
10 20 28 0.000396080339277285 1 1
11 20 28 2.00013144707928 0 0
12 20 28 1.0091604896887 0 1
13 20 28 0.000479435628261093 1 1
14 20 28 0.00512957633482114 1 1
15 20 28 0.000478713022760624 1 1
16 20 28 1.97420103302276 0 0
17 20 28 0.0467213305059545 1 1
18 20 28 0.928917931409031 0 1
19 20 28 0.512882987330932 0 1
20 20 28 0.00936195298808883 1 1
21 20 28 0.0014183726173795 1 1
22 20 28 1.93009706529269 0 1
23 20 28 0.000512320255775484 1 1
24 20 28 0.933874122360787 0 0
25 20 28 0.424844079448442 0 1
26 20 28 0.00184571656653875 1 1
27 20 28 0.0702155971968805 1 1
28 20 28 0.830779597196881 0 0
29 20 28 0.117692090053064 1 1
30 20 28 0.00250500631246248 1 1
31 20 28 0.567179652681936 0 1
32 20 28 2.56421335268194 0 0
33 20 28 0.0597736733792041 1 1
34 20 28 0.000360672409575147 1 1
35 20 28 0.000111332786692294 1 1
36 20 28 0.000239485163755698 1 1
37 20 28 0.000469913495402148 1 1
38 20 28 0.92492492702271 0 1
39 20 28 0.00476543540696107 1 1
40 20 28 0.000158617874116018 1 1
41 20 28 1.63339030939704 0 1
42 20 28 0.000711093420458987 1 1
43 20 28 1.11763768879334 0 1
44 20 28 0.348553888793343 0 0
45 20 28 0.892694580349769 0 1
46 20 28 0.945228298954563 0 1
47 20 28 0.944993298954563 0 0
48 20 28 2.31116252500959 0 0
49 20 28 0.947352023649585 0 1
50 20 28 2.30904402364959 0 0
51 20 28 0.0792057300595651 1 1
52 20 28 0.969924473676141 0 1
1 1 29 0.990657659264812 0 1
2 1 29 0.000601326722087636 1 1
3 1 29 1.97177790672209 0 0
4 1 29 0.000977524592090452 1 1
5 1 29 0.0146589269673756 1 1
6 1 29 0.0000569279331840624 1 1
7 1 29 0.0000802890627486446 1 1
8 1 29 0.285178876661131 1 1
9 1 29 0.00146836132798485 1 1
