Word,version,correct,cee,Consistency,Frequency
did,9,100,0.001036974,RC,H
do,9,100,0.00114845,EX,H
does,9,100,0.002435653,EX,H
doll,9,100,0.001200346,EX,L
done,9,100,0.002847659,EX,H
dots,9,100,0.006505815,RC,L
fact,9,100,0.001196137,RC,H
fade,9,100,0.001092342,RC,L
float,9,100,0.001342502,RC,L
flood,9,100,0.001284894,EX,L
foot,9,100,0.009718127,EX,H
give,9,100,0.001700712,EX,H
got,9,100,0.001127478,RC,H
grape,9,100,0.001761794,RC,L
great,9,100,0.001266231,EX,H
gross,9,100,0.001263312,EX,L
group,9,100,0.001565511,RC,H
have,9,100,0.002648314,EX,H
him,9,100,0.001057556,RC,H
lose,9,100,0.00149003,EX,L
lunch,9,100,0.001150699,RC,L
main,9,100,0.001046105,RC,H
move,9,100,0.001567562,EX,H
out,9,100,0.000961439,RC,H
page,9,100,0.001243101,RC,H
pear,9,100,0.001339547,EX,L
peel,9,100,0.00110766,RC,L
phase,9,100,0.002430787,EX,L
pint,9,100,0.001321382,EX,L
pitch,9,100,0.001089269,RC,L
place,9,100,0.001322454,RC,H
plow,9,100,0.001016075,EX,L
pull,9,100,0.001695982,EX,H
pump,9,100,0.001237276,RC,L
put,9,100,0.001164263,EX,H
ripe,9,100,0.001032099,RC,L
rouse,9,100,0.003104222,EX,L
said,9,100,0.001631673,EX,H
sank,9,100,0.001155753,RC,L
says,9,100,0.002357586,EX,H
see,9,100,0.001133223,RC,H
sew,9,100,0.001036718,EX,L
shall,9,100,0.001487007,EX,H
shoe,9,100,0.006030962,EX,L
slam,9,100,0.00129803,RC,L
slip,9,100,0.001212342,RC,L
soon,9,100,0.001120159,RC,H
spook,9,100,0.001190557,EX,L
stop,9,100,0.001201508,RC,H
stunt,9,100,0.001301047,RC,L
swamp,9,100,0.001659598,EX,L
swarm,9,100,0.001538533,EX,L
swore,9,100,0.001440388,RC,L
tell,9,100,0.00131369,RC,H
touch,9,100,0.02215085,EX,L
trunk,9,100,0.001194279,RC,L
wad,9,100,0.001088343,EX,L
wake,9,100,0.001189542,RC,L
wand,9,100,0.001221668,EX,L
want,9,100,0.00116023,EX,H
wash,9,100,0.2476777,EX,L
watch,9,100,0.00125567,EX,H
wax,9,100,0.002404249,RC,L
week,9,100,0.001188393,RC,H
weld,9,100,0.00127101,RC,L
were,9,100,0.001250849,EX,H
what,9,100,0.001095356,EX,H
when,9,100,0.001611948,RC,H
which,9,100,0.001199085,RC,H
will,9,100,0.00117647,RC,H
wing,9,100,0.0010885,RC,L
wit,9,100,0.001027638,RC,L
with,9,100,0.001114734,RC,H
wool,9,100,0.001222638,EX,L
word,9,100,0.001257371,EX,H
work,9,100,0.001474531,EX,H
worm,9,100,0.001252239,EX,L
write,9,100,0.000977772,RC,H
are,10,100,0.002722932,EX,H
beam,10,100,0.001198407,RC,L
best,10,100,0.001373549,RC,H
big,10,100,0.001072811,RC,H
both,10,100,0.001742036,EX,H
bowl,10,100,0.001132612,EX,L
break,10,100,0.00159089,EX,H
broad,10,100,0.001258123,EX,L
broke,10,100,0.00137583,RC,L
bus,10,100,0.001176554,RC,L
bush,10,100,0.001954955,EX,L
came,10,100,0.0012172,RC,H
choose,10,100,0.002476114,EX,H
class,10,100,0.001347541,RC,H
come,10,100,0.001419918,EX,H
dark,10,100,0.001411877,RC,H
deaf,10,100,0.003797081,EX,L
deed,10,100,0.001067861,RC,L
did,10,100,0.001146839,RC,H
do,10,100,0.001172411,EX,H
does,10,100,0.001964741,EX,H
doll,10,100,0.001222176,EX,L
done,10,100,0.001125054,EX,H
dots,10,100,0.003200942,RC,L
fact,10,100,0.001202508,RC,H
fade,10,100,0.000983964,RC,L
float,10,100,0.001308776,RC,L
flood,10,100,0.006472626,EX,L
foot,10,100,0.001483942,EX,H
give,10,100,0.004319831,EX,H
got,10,100,0.001211027,RC,H
grape,10,100,0.002059254,RC,L
great,10,100,0.001579138,EX,H
gross,10,100,0.001703746,EX,L
group,10,100,0.002244719,RC,H
have,10,100,0.001278191,EX,H
him,10,100,0.001178888,RC,H
lose,10,100,0.002078777,EX,L
lunch,10,100,0.001256992,RC,L
main,10,100,0.000969814,RC,H
move,10,100,0.002180306,EX,H
out,10,100,0.00089338,RC,H
page,10,100,0.006609107,RC,H
pear,10,100,0.001151352,EX,L
peel,10,100,0.001843762,RC,L
phase,10,100,0.001369579,EX,L
pint,10,100,0.001762491,EX,L
pitch,10,100,0.001267663,RC,L
place,10,100,0.001372575,RC,H
plow,10,100,0.001409542,EX,L
pull,10,100,0.001236928,EX,H
pump,10,100,0.001305001,RC,L
put,10,100,0.001204335,EX,H
ripe,10,100,0.001184451,RC,L
rouse,10,100,0.002124137,EX,L
said,10,100,0.002804996,EX,H
sank,10,100,0.001236543,RC,L
says,10,100,0.00193194,EX,H
see,10,100,0.00130937,RC,H
sew,10,100,0.007089185,EX,L
shall,10,100,0.001240449,EX,H
shoe,10,100,0.002020871,EX,L
slam,10,100,0.001542049,RC,L
slip,10,100,0.001736239,RC,L
soon,10,100,0.001075006,RC,H
spook,10,100,0.001378047,EX,L
stop,10,100,0.001249441,RC,H
stunt,10,100,0.001514937,RC,L
swamp,10,100,0.004203174,EX,L
swarm,10,100,0.00154945,EX,L
swore,10,100,0.001199924,RC,L
tell,10,100,0.00128535,RC,H
touch,10,100,0.001580028,EX,L
trunk,10,100,0.00130807,RC,L
wad,10,100,0.001055621,EX,L
wake,10,100,0.001054097,RC,L
wand,10,100,0.001640525,EX,L
want,10,100,0.001534162,EX,H
wash,10,100,0.002238171,EX,L
watch,10,100,0.001296382,EX,H
wax,10,100,0.001937779,RC,L
week,10,100,0.001082797,RC,H
weld,10,100,0.001542134,RC,L
were,10,100,0.001230235,EX,H
what,10,100,0.001302582,EX,H
when,10,100,0.002147101,RC,H
which,10,100,0.001529197,RC,H
will,10,100,0.001022257,RC,H
wing,10,100,0.001518743,RC,L
wit,10,100,0.001062727,RC,L
with,10,100,0.001112031,RC,H
wool,10,100,0.004831164,EX,L
word,10,100,0.001207216,EX,H
work,10,100,0.001209224,EX,H
worm,10,100,0.001250261,EX,L
write,10,100,0.001014729,RC,H
are,11,100,0.000929066,EX,H
beam,11,100,0.00121005,RC,L
best,11,100,0.001183264,RC,H
big,11,100,0.001015078,RC,H
both,11,100,0.00189889,EX,H
bowl,11,100,0.02221457,EX,L
break,11,100,0.001458593,EX,H
broad,11,100,0.001492198,EX,L
broke,11,100,0.001243196,RC,L
bus,11,100,0.001060882,RC,L
bush,11,100,0.001446484,EX,L
came,11,100,0.001246001,RC,H
choose,11,100,0.002166006,EX,H
class,11,100,0.001167754,RC,H
come,11,100,0.001410138,EX,H
dark,11,100,0.001260436,RC,H
deaf,11,100,0.001240983,EX,L
deed,11,100,0.001103468,RC,L
did,11,100,0.00106945,RC,H
do,11,100,0.000969089,EX,H
does,11,100,0.00478264,EX,H
doll,11,100,0.006951006,EX,L
done,11,100,0.001179409,EX,H
dots,11,100,0.001621166,RC,L
fact,11,100,0.001233253,RC,H
fade,11,100,0.001094994,RC,L
float,11,100,0.001331617,RC,L
flood,11,100,0.002533673,EX,L
foot,11,100,0.001457541,EX,H
give,11,100,0.001895633,EX,H
got,11,100,0.001196163,RC,H
grape,11,100,0.001505341,RC,L
great,11,100,0.001458527,EX,H
gross,11,100,0.001316669,EX,L
group,11,100,0.002254464,RC,H
have,11,100,0.001062664,EX,H
him,11,100,0.001076752,RC,H
lose,11,100,0.002932494,EX,L
lunch,11,100,0.001992945,RC,L
main,11,100,0.001093113,RC,H
move,11,100,0.001963937,EX,H
out,11,100,0.001010025,RC,H
page,11,100,0.001060134,RC,H
pear,11,100,0.001306731,EX,L
peel,11,100,0.001097712,RC,L
phase,11,100,0.001435269,EX,L
pint,11,100,0.001525604,EX,L
pitch,11,100,0.000995326,RC,L
place,11,100,0.001246429,RC,H
plow,11,100,0.001317317,EX,L
pull,11,100,0.001052075,EX,H
pump,11,100,0.001172127,RC,L
put,11,100,0.001297593,EX,H
ripe,11,100,0.001102526,RC,L
rouse,11,100,0.002545483,EX,L
said,11,100,0.001201325,EX,H
sank,11,100,0.001225382,RC,L
says,11,100,0.001340374,EX,H
see,11,100,0.000936869,RC,H
sew,11,100,0.001089772,EX,L
shall,11,100,0.00110393,EX,H
shoe,11,100,0.002205274,EX,L
slam,11,100,0.006583106,RC,L
slip,11,100,0.001263209,RC,L
soon,11,100,0.001112622,RC,H
spook,11,100,0.001522681,EX,L
stop,11,100,0.001174069,RC,H
stunt,11,100,0.001406853,RC,L
swamp,11,100,0.00252833,EX,L
swarm,11,100,0.001560168,EX,L
swore,11,100,0.001296012,RC,L
tell,11,100,0.000988993,RC,H
touch,11,100,0.1102308,EX,L
trunk,11,100,0.00144482,RC,L
wad,11,100,0.001159306,EX,L
wake,11,100,0.001262718,RC,L
wand,11,100,0.001338724,EX,L
want,11,100,0.001317222,EX,H
wash,11,100,0.002652294,EX,L
watch,11,100,0.001198058,EX,H
wax,11,100,0.001734582,RC,L
week,11,100,0.001123476,RC,H
weld,11,100,0.001190308,RC,L
were,11,100,0.001129214,EX,H
what,11,100,0.001318419,EX,H
when,11,100,0.001465622,RC,H
which,11,100,0.00114413,RC,H
will,11,100,0.000964452,RC,H
wing,11,100,0.001094889,RC,L
wit,11,100,0.001036899,RC,L
with,11,100,0.001090565,RC,H
wool,11,100,0.001490824,EX,L
word,11,100,0.00130167,EX,H
work,11,100,0.001270595,EX,H
worm,11,100,0.001232682,EX,L
write,11,100,0.000997459,RC,H
are,12,100,0.001033224,EX,H
beam,12,100,0.001049051,RC,L
best,12,100,0.001230352,RC,H
big,12,100,0.001027072,RC,H
both,12,100,0.002238122,EX,H
bowl,12,100,0.001228738,EX,L
break,12,100,0.001264031,EX,H
broad,12,0,17.01593,EX,L
broke,12,100,0.001382307,RC,L
bus,12,100,0.001041164,RC,L
bush,12,100,0.001245195,EX,L
came,12,100,0.001086247,RC,H
choose,12,100,0.003029318,EX,H
class,12,100,0.001215237,RC,H
come,12,100,0.001514229,EX,H
dark,12,100,0.001217366,RC,H
deaf,12,100,0.001158968,EX,L
deed,12,100,0.001758404,RC,L
did,12,100,0.001124848,RC,H
do,12,100,0.001046057,EX,H
does,12,100,0.001663049,EX,H
doll,12,100,0.001142541,EX,L
done,12,100,0.001225284,EX,H
dots,12,100,0.00274532,RC,L
fact,12,100,0.001290382,RC,H
fade,12,100,0.001555217,RC,L
float,12,100,0.00118264,RC,L
flood,12,100,0.002380288,EX,L
foot,12,100,0.003434305,EX,H
give,12,100,0.001287707,EX,H
got,12,100,0.00104945,RC,H
grape,12,100,0.001268574,RC,L
great,12,100,0.001391983,EX,H
gross,12,100,0.002923598,EX,L
group,12,100,0.001368432,RC,H
have,12,100,0.001116748,EX,H
him,12,100,0.001070138,RC,H
lose,12,100,0.001424616,EX,L
lunch,12,100,0.001249037,RC,L
main,12,100,0.001064607,RC,H
move,12,100,0.001100314,EX,H
out,12,100,0.001117386,RC,H
page,12,100,0.001056677,RC,H
pear,12,100,0.00124858,EX,L
peel,12,100,0.001170623,RC,L
phase,12,100,0.003383254,EX,L
pint,12,100,0.00138789,EX,L
pitch,12,100,0.001707464,RC,L
place,12,100,0.001304585,RC,H
plow,12,100,0.001205056,EX,L
pull,12,100,0.001705765,EX,H
pump,12,100,0.001268439,RC,L
put,12,100,0.001187238,EX,H
ripe,12,100,0.001104236,RC,L
rouse,12,100,0.03486632,EX,L
said,12,100,0.001959577,EX,H
sank,12,100,0.001322073,RC,L
says,12,100,0.00618776,EX,H
see,12,100,0.000930474,RC,H
sew,12,100,0.00182409,EX,L
shall,12,100,0.001176551,EX,H
shoe,12,100,0.001041643,EX,L
slam,12,100,0.001230538,RC,L
slip,12,100,0.001232501,RC,L
soon,12,100,0.001039997,RC,H
spook,12,100,0.002155802,EX,L
stop,12,100,0.001229177,RC,H
stunt,12,100,0.001319701,RC,L
swamp,12,100,0.001501947,EX,L
swarm,12,100,0.001612587,EX,L
swore,12,100,0.001282133,RC,L
tell,12,100,0.001071269,RC,H
touch,12,0,2.975878,EX,L
trunk,12,100,0.001397996,RC,L
wad,12,100,0.001111347,EX,L
wake,12,100,0.001053504,RC,L
wand,12,100,0.001258352,EX,L
want,12,100,0.002595543,EX,H
wash,12,100,0.01072355,EX,L
watch,12,100,0.00116554,EX,H
wax,12,100,0.001504442,RC,L
week,12,100,0.001066984,RC,H
weld,12,100,0.001206049,RC,L
were,12,100,0.001085878,EX,H
what,12,100,0.001139537,EX,H
when,12,100,0.002731439,RC,H
which,12,100,0.001238678,RC,H
will,12,100,0.001006648,RC,H
wing,12,100,0.001223492,RC,L
wit,12,100,0.001074093,RC,L
with,12,100,0.001135799,RC,H
wool,12,100,0.001710473,EX,L
word,12,100,0.001189662,EX,H
work,12,100,0.001256562,EX,H
worm,12,100,0.001174969,EX,L
write,12,100,0.001010864,RC,H
are,13,100,0.000995095,EX,H
beam,13,100,0.001213053,RC,L
best,13,100,0.0013029,RC,H
big,13,100,0.001135866,RC,H
both,13,100,0.001350146,EX,H
bowl,13,100,0.001476955,EX,L
break,13,100,0.001456311,EX,H
broad,13,100,0.003642769,EX,L
broke,13,100,0.001297843,RC,L
bus,13,100,0.001177179,RC,L
bush,13,100,0.004718518,EX,L
came,13,100,0.001634306,RC,H
choose,13,100,0.00240162,EX,H
class,13,100,0.001713278,RC,H
come,13,100,0.003795098,EX,H
dark,13,100,0.001380791,RC,H
deaf,13,100,0.001754745,EX,L
deed,13,100,0.001189547,RC,L
did,13,100,0.001234389,RC,H
do,13,100,0.00194291,EX,H
does,13,100,0.00185757,EX,H
doll,13,0,12.83087,EX,L
done,13,100,0.001318093,EX,H
dots,13,100,0.002235428,RC,L
fact,13,100,0.001300571,RC,H
fade,13,100,0.00146624,RC,L
float,13,100,0.001254507,RC,L
flood,13,100,0.001352953,EX,L
foot,13,100,0.001506628,EX,H
give,13,100,0.001712744,EX,H
got,13,100,0.001268015,RC,H
grape,13,100,0.001479982,RC,L
great,13,100,0.003195459,EX,H
gross,13,100,0.002492974,EX,L
group,13,100,0.002966828,RC,H
have,13,100,0.001456938,EX,H
him,13,100,0.001216733,RC,H
lose,13,100,0.001919491,EX,L
lunch,13,100,0.001318477,RC,L
main,13,100,0.001221104,RC,H
move,13,100,0.00174998,EX,H
out,13,100,0.000974021,RC,H
page,13,100,0.001175039,RC,H
pear,13,100,0.1902672,EX,L
peel,13,100,0.001311107,RC,L
phase,13,100,0.02238914,EX,L
pint,13,100,0.01070675,EX,L
pitch,13,100,0.001472757,RC,L
place,13,100,0.001901391,RC,H
plow,13,100,0.001316176,EX,L
pull,13,100,0.00399515,EX,H
pump,13,100,0.00131817,RC,L
put,13,100,0.002397619,EX,H
ripe,13,100,0.001461368,RC,L
rouse,13,100,0.001940097,EX,L
said,13,100,0.001737724,EX,H
sank,13,100,0.00131441,RC,L
says,13,100,0.00177529,EX,H
see,13,100,0.000972792,RC,H
sew,13,100,0.001874714,EX,L
shall,13,100,0.100595,EX,H
shoe,13,100,0.006945586,EX,L
slam,13,100,0.01379428,RC,L
slip,13,100,0.001354323,RC,L
soon,13,100,0.001207854,RC,H
spook,13,100,0.001882879,EX,L
stop,13,100,0.001360298,RC,H
stunt,13,100,0.001478556,RC,L
swamp,13,100,0.00172003,EX,L
swarm,13,100,0.002687835,EX,L
swore,13,100,0.001285721,RC,L
tell,13,100,0.001440127,RC,H
touch,13,100,0.00379306,EX,L
trunk,13,100,0.001661481,RC,L
wad,13,100,0.001384524,EX,L
wake,13,100,0.001119808,RC,L
wand,13,100,0.001606372,EX,L
want,13,100,0.001444334,EX,H
wash,13,100,0.00290368,EX,L
watch,13,100,0.001219834,EX,H
wax,13,100,0.00264623,RC,L
week,13,100,0.001260487,RC,H
weld,13,100,0.001565095,RC,L
were,13,100,0.001263911,EX,H
what,13,100,0.001216724,EX,H
when,13,100,0.001224054,RC,H
which,13,100,0.001460743,RC,H
will,13,100,0.001164074,RC,H
wing,13,100,0.005188085,RC,L
wit,13,100,0.001111688,RC,L
with,13,100,0.001220675,RC,H
wool,13,100,0.001268089,EX,L
word,13,100,0.001630385,EX,H
work,13,100,0.001482215,EX,H
worm,13,100,0.02757454,EX,L
write,13,100,0.001278659,RC,H
are,14,100,0.001089259,EX,H
beam,14,100,0.000994538,RC,L
best,14,100,0.001657754,RC,H
big,14,100,0.001011021,RC,H
both,14,100,0.00118235,EX,H
bowl,14,100,0.002213343,EX,L
break,14,100,0.002202728,EX,H
broad,14,100,0.001239291,EX,L
broke,14,100,0.001153883,RC,L
bus,14,100,0.00194277,RC,L
bush,14,100,0.006609307,EX,L
came,14,100,0.001035128,RC,H
choose,14,100,0.00161393,EX,H
class,14,100,0.001349657,RC,H
come,14,100,0.001306011,EX,H
dark,14,100,0.001176743,RC,H
deaf,14,100,0.002444418,EX,L
deed,14,100,0.000985272,RC,L
did,14,100,0.000998164,RC,H
do,14,100,0.001410413,EX,H
does,14,100,0.001858518,EX,H
doll,14,100,0.001445195,EX,L
done,14,100,0.001118375,EX,H
dots,14,100,0.00133633,RC,L
fact,14,100,0.001189434,RC,H
fade,14,100,0.000995448,RC,L
float,14,100,0.0012179,RC,L
flood,14,100,0.001156406,EX,L
foot,14,100,0.001079495,EX,H
give,14,100,0.005037029,EX,H
got,14,100,0.001146267,RC,H
grape,14,100,0.001138026,RC,L
great,14,100,0.001258824,EX,H
gross,14,100,0.001498612,EX,L
group,14,100,0.002671657,RC,H
have,14,100,0.001041123,EX,H
him,14,100,0.00098943,RC,H
lose,14,100,0.001563108,EX,L
lunch,14,100,0.0010783,RC,L
main,14,100,0.00104114,RC,H
move,14,100,0.001202875,EX,H
out,14,100,0.000851426,RC,H
page,14,100,0.000952894,RC,H
pear,14,100,0.001219577,EX,L
peel,14,100,0.001050148,RC,L
phase,14,100,0.001154613,EX,L
pint,14,100,0.001156762,EX,L
pitch,14,100,0.000974998,RC,L
place,14,100,0.001115451,RC,H
plow,14,100,0.001051339,EX,L
pull,14,100,0.003800141,EX,H
pump,14,100,0.001080898,RC,L
put,14,100,0.001041254,EX,H
ripe,14,100,0.000923689,RC,L
rouse,14,100,0.002343731,EX,L
said,14,100,0.001372583,EX,H
sank,14,100,0.001068093,RC,L
says,14,100,0.002034526,EX,H
see,14,100,0.000887376,RC,H
sew,14,100,0.002235237,EX,L
shall,14,100,0.001085405,EX,H
shoe,14,100,0.001238795,EX,L
slam,14,100,0.001152202,RC,L
slip,14,100,0.001618154,RC,L
soon,14,100,0.001034384,RC,H
spook,14,100,0.001233906,EX,L
stop,14,100,0.001077779,RC,H
stunt,14,100,0.001257407,RC,L
swamp,14,100,0.001334998,EX,L
swarm,14,100,0.00134082,EX,L
swore,14,100,0.001144477,RC,L
tell,14,100,0.0010052,RC,H
touch,14,100,0.002597332,EX,L
trunk,14,100,0.001386878,RC,L
wad,14,100,0.000954083,EX,L
wake,14,100,0.001065937,RC,L
wand,14,100,0.001100887,EX,L
want,14,100,0.001344122,EX,H
wash,14,100,0.001327612,EX,L
watch,14,100,0.001070084,EX,H
wax,14,100,0.001409108,RC,L
week,14,100,0.000953678,RC,H
weld,14,100,0.001299791,RC,L
were,14,100,0.001022166,EX,H
what,14,100,0.001140448,EX,H
when,14,100,0.001005331,RC,H
which,14,100,0.001120736,RC,H
will,14,100,0.000981341,RC,H
wing,14,100,0.00097459,RC,L
wit,14,100,0.000928544,RC,L
with,14,100,0.001047211,RC,H
wool,14,100,0.001308049,EX,L
word,14,100,0.00109236,EX,H
work,14,100,0.001052831,EX,H
worm,14,100,0.001064006,EX,L
write,14,100,0.000933447,RC,H
are,15,100,0.001458936,EX,H
beam,15,100,0.001235539,RC,L
best,15,100,0.001373309,RC,H
big,15,100,0.001298202,RC,H
both,15,100,0.002707757,EX,H
bowl,15,100,0.001401862,EX,L
break,15,100,0.002876557,EX,H
broad,15,100,0.001966591,EX,L
broke,15,100,0.00121922,RC,L
bus,15,100,0.005326113,RC,L
bush,15,100,0.003808365,EX,L
came,15,100,0.001214489,RC,H
choose,15,100,0.002148907,EX,H
class,15,100,0.001303474,RC,H
come,15,100,0.001572925,EX,H
dark,15,100,0.001284435,RC,H
deaf,15,100,0.001197893,EX,L
deed,15,100,0.001104403,RC,L
did,15,100,0.001151433,RC,H
do,15,100,0.001183055,EX,H
does,15,100,0.001582711,EX,H
doll,15,100,0.001308815,EX,L
done,15,100,0.001431047,EX,H
dots,15,100,0.003370178,RC,L
fact,15,100,0.00211055,RC,H
fade,15,100,0.001143512,RC,L
float,15,100,0.001276533,RC,L
flood,15,100,0.002195489,EX,L
foot,15,100,0.003422203,EX,H
give,15,100,0.001291587,EX,H
got,15,100,0.001473916,RC,H
grape,15,100,0.001320259,RC,L
great,15,100,0.001305409,EX,H
gross,15,100,0.00142612,EX,L
group,15,100,0.003120835,RC,H
have,15,100,0.00116209,EX,H
him,15,100,0.001127167,RC,H
lose,15,100,0.00294476,EX,L
lunch,15,100,0.001576685,RC,L
main,15,100,0.001207557,RC,H
move,15,100,0.001354141,EX,H
out,15,100,0.00097569,RC,H
page,15,100,0.007189746,RC,H
pear,15,100,0.001750327,EX,L
peel,15,100,0.001405186,RC,L
phase,15,100,0.001434953,EX,L
pint,15,100,0.001289447,EX,L
pitch,15,100,0.001113201,RC,L
place,15,100,0.001367855,RC,H
plow,15,100,0.001258601,EX,L
pull,15,100,0.001186229,EX,H
pump,15,100,0.001269941,RC,L
put,15,100,0.001304577,EX,H
ripe,15,100,0.001157235,RC,L
rouse,15,100,0.01070594,EX,L
said,15,100,0.001986211,EX,H
sank,15,100,0.004594687,RC,L
says,15,100,0.03194272,EX,H
see,15,100,0.000881283,RC,H
sew,15,100,0.002552275,EX,L
shall,15,100,0.001552591,EX,H
shoe,15,100,0.007914132,EX,L
slam,15,100,0.001437015,RC,L
slip,15,100,0.001391861,RC,L
soon,15,100,0.001057637,RC,H
spook,15,100,0.001272163,EX,L
stop,15,100,0.00139418,RC,H
stunt,15,100,0.001461297,RC,L
swamp,15,100,0.005269166,EX,L
swarm,15,100,0.001840731,EX,L
swore,15,100,0.0012962,RC,L
tell,15,100,0.001062741,RC,H
touch,15,100,0.01550806,EX,L
trunk,15,100,0.001601089,RC,L
wad,15,100,0.001317173,EX,L
wake,15,100,0.001541134,RC,L
wand,15,100,0.001388083,EX,L
want,15,100,0.001485196,EX,H
wash,15,100,0.004131991,EX,L
watch,15,100,0.001298466,EX,H
wax,15,100,0.001855493,RC,L
week,15,100,0.001108245,RC,H
weld,15,100,0.001337016,RC,L
were,15,100,0.001316997,EX,H
what,15,100,0.001244322,EX,H
when,15,100,0.001409637,RC,H
which,15,100,0.001288748,RC,H
will,15,100,0.001059758,RC,H
wing,15,100,0.001815113,RC,L
wit,15,100,0.001011627,RC,L
with,15,100,0.001435101,RC,H
wool,15,100,0.001323472,EX,L
word,15,100,0.0013279,EX,H
work,15,100,0.001244884,EX,H
worm,15,100,0.001436584,EX,L
write,15,100,0.001019195,RC,H
are,16,100,0.00101036,EX,H
beam,16,100,0.001202528,RC,L
best,16,100,0.001438526,RC,H
big,16,100,0.001190452,RC,H
both,16,100,0.001663505,EX,H
bowl,16,100,0.001767534,EX,L
break,16,100,0.001413683,EX,H
broad,16,100,0.001520196,EX,L
broke,16,100,0.001455909,RC,L
bus,16,100,0.00178066,RC,L
bush,16,100,0.002521626,EX,L
came,16,100,0.001210037,RC,H
choose,16,100,0.008316044,EX,H
class,16,100,0.001505952,RC,H
come,16,100,0.002244898,EX,H
dark,16,100,0.001300742,RC,H
deaf,16,100,0.001415482,EX,L
deed,16,100,0.001528394,RC,L
did,16,100,0.001303653,RC,H
do,16,100,0.001822758,EX,H
does,16,100,0.001893388,EX,H
doll,16,100,0.002222262,EX,L
done,16,100,0.001606262,EX,H
dots,16,100,0.003535047,RC,L
fact,16,100,0.00133943,RC,H
fade,16,100,0.002410777,RC,L
float,16,100,0.001398238,RC,L
flood,16,100,0.001737702,EX,L
foot,16,100,0.001284877,EX,H
give,16,100,0.002794599,EX,H
got,16,100,0.001649871,RC,H
grape,16,100,0.001415149,RC,L
great,16,100,0.001407996,EX,H
gross,16,100,0.001759643,EX,L
group,16,100,0.002399063,RC,H
have,16,100,0.001735869,EX,H
him,16,100,0.001257238,RC,H
lose,16,100,0.003941539,EX,L
lunch,16,100,0.001322659,RC,L
main,16,100,0.001431229,RC,H
move,16,100,0.0163419,EX,H
out,16,100,0.001518985,RC,H
page,16,100,0.00163534,RC,H
pear,16,100,0.001722401,EX,L
peel,16,100,0.001181231,RC,L
phase,16,100,0.004002917,EX,L
pint,16,0,16.15236,EX,L
pitch,16,100,0.001502752,RC,L
place,16,100,0.001504801,RC,H
plow,16,100,0.002890172,EX,L
pull,16,100,0.001272248,EX,H
pump,16,100,0.001334175,RC,L
put,16,100,0.001466866,EX,H
ripe,16,100,0.001092208,RC,L
rouse,16,100,0.01258113,EX,L
said,16,100,0.002309131,EX,H
sank,16,100,0.001876749,RC,L
says,16,100,0.001867771,EX,H
see,16,100,0.00102991,RC,H
sew,16,100,0.0025115,EX,L
shall,16,100,0.001874208,EX,H
shoe,16,100,0.6898464,EX,L
slam,16,100,0.001434616,RC,L
slip,16,100,0.001264132,RC,L
soon,16,100,0.001282297,RC,H
spook,16,100,0.01592584,EX,L
stop,16,100,0.001302873,RC,H
stunt,16,100,0.001503953,RC,L
swamp,16,100,0.001824525,EX,L
swarm,16,100,0.003506014,EX,L
swore,16,100,0.001408415,RC,L
tell,16,100,0.001388819,RC,H
touch,16,100,0.002628719,EX,L
trunk,16,100,0.001622045,RC,L
wad,16,100,0.001550679,EX,L
wake,16,100,0.001233919,RC,L
wand,16,100,0.003515178,EX,L
want,16,100,0.001527445,EX,H
wash,16,100,0.00529681,EX,L
watch,16,100,0.001371073,EX,H
wax,16,100,0.01266331,RC,L
week,16,100,0.001172817,RC,H
weld,16,100,0.001451578,RC,L
were,16,100,0.001209133,EX,H
what,16,100,0.002022564,EX,H
when,16,100,0.001341712,RC,H
which,16,100,0.001352756,RC,H
will,16,100,0.001222505,RC,H
wing,16,100,0.003414171,RC,L
wit,16,100,0.001548273,RC,L
with,16,100,0.001284108,RC,H
wool,16,100,0.001162137,EX,L
word,16,100,0.001404322,EX,H
work,16,100,0.001324755,EX,H
worm,16,100,0.001311057,EX,L
write,16,100,0.00111118,RC,H
are,17,100,0.000890325,EX,H
beam,17,100,0.001010711,RC,L
best,17,100,0.001156085,RC,H
big,17,100,0.00106136,RC,H
both,17,100,0.002350457,EX,H
bowl,17,100,0.001060241,EX,L
break,17,100,0.001368264,EX,H
broad,17,100,0.001162941,EX,L
broke,17,100,0.001926775,RC,L
bus,17,100,0.000998649,RC,L
bush,17,100,0.001737375,EX,L
came,17,100,0.001043,RC,H
choose,17,100,0.002132829,EX,H
class,17,100,0.001717733,RC,H
come,17,100,0.001181485,EX,H
dark,17,100,0.001136609,RC,H
deaf,17,100,0.001031382,EX,L
deed,17,100,0.001155522,RC,L
did,17,100,0.001042909,RC,H
do,17,100,0.001347517,EX,H
does,17,100,0.001359562,EX,H
doll,17,100,0.001158832,EX,L
done,17,100,0.001249175,EX,H
dots,17,100,0.00145612,RC,L
fact,17,100,0.00242655,RC,H
fade,17,100,0.001034131,RC,L
float,17,100,0.001236845,RC,L
flood,17,100,0.001360222,EX,L
foot,17,100,0.00186126,EX,H
give,17,100,0.001359261,EX,H
got,17,100,0.002179506,RC,H
grape,17,100,0.001255046,RC,L
great,17,100,0.001244711,EX,H
gross,17,100,0.00112043,EX,L
group,17,100,0.001227596,RC,H
have,17,100,0.001198378,EX,H
him,17,100,0.000956276,RC,H
lose,17,100,0.001908397,EX,L
lunch,17,100,0.001088839,RC,L
main,17,100,0.001150892,RC,H
